R,F,M,r_quartile,f_quartile,m_quartile,RFM_Score,customer_class
264,1,190.37,0,0,0,000,流失客户
326,1,36.01,0,0,0,000,流失客户
231,1,119.25,0,0,0,000,流失客户
511,1,407.02,0,0,1,001,新客户
277,1,305.69,0,0,1,001,新客户
109,1,126.9,1,0,0,100,重要客户预警流失客户
278,1,210.09,0,0,1,001,新客户
264,1,99.2,0,0,0,000,流失客户
277,3,2506.6499999999996,0,1,1,011,消费潜力客户
228,1,179.7,0,0,0,000,流失客户
43,1,511.23,1,0,1,101,频次深耕客户
183,1,95.99,1,0,0,100,重要客户预警流失客户
530,1,1239.94,0,0,1,001,新客户
196,1,105.28,1,0,0,100,重要客户预警流失客户
128,1,45.21,1,0,0,100,重要客户预警流失客户
142,2,162.03,1,1,0,110,高消费唤醒客户
355,1,54.11,0,0,0,000,流失客户
403,1,111.43,0,0,0,000,流失客户
13,1,35.43,1,0,0,100,重要客户预警流失客户
21,1,38.94,1,0,0,100,重要客户预警流失客户
277,1,113.62,0,0,0,000,流失客户
421,2,586.37,0,1,1,011,消费潜力客户
161,1,21.38,1,0,0,100,重要客户预警流失客户
116,1,818.4,1,0,1,101,频次深耕客户
362,3,435.07,0,1,1,011,消费潜力客户
174,2,39.32,1,1,0,110,高消费唤醒客户
83,1,153.57,1,0,0,100,重要客户预警流失客户
236,1,1354.06,0,0,1,001,新客户
348,1,184.84,0,0,0,000,流失客户
375,1,42.77,0,0,0,000,流失客户
337,1,142.92,0,0,0,000,流失客户
13,1,110.55,1,0,0,100,重要客户预警流失客户
190,1,151.6,1,0,0,100,重要客户预警流失客户
408,1,64.24,0,0,0,000,流失客户
84,1,128.97,1,0,0,100,重要客户预警流失客户
274,1,102.3,0,0,0,000,流失客户
106,1,47.29,1,0,0,100,重要客户预警流失客户
98,2,52.93000000000001,1,1,0,110,高消费唤醒客户
261,1,47.84,0,0,0,000,流失客户
124,1,98.34,1,0,0,100,重要客户预警流失客户
369,1,85.14,0,0,0,000,流失客户
250,1,206.08,0,0,1,001,新客户
124,1,218.98,1,0,1,101,频次深耕客户
429,1,138.14,0,0,0,000,流失客户
49,1,186.87,1,0,0,100,重要客户预警流失客户
330,1,61.99,0,0,0,000,流失客户
381,1,213.06,0,0,1,001,新客户
507,2,37.55,0,1,0,010,一般客户
229,2,1105.92,0,1,1,011,消费潜力客户
278,1,94.3,0,0,0,000,流失客户
184,1,551.32,1,0,1,101,频次深耕客户
37,1,45.19,1,0,0,100,重要客户预警流失客户
316,1,170.18,0,0,0,000,流失客户
71,1,55.04,1,0,0,100,重要客户预警流失客户
314,1,53.1,0,0,0,000,流失客户
277,1,25.0,0,0,0,000,流失客户
316,1,68.74,0,0,0,000,流失客户
276,1,244.73,0,0,1,001,新客户
115,1,277.75,1,0,1,101,频次深耕客户
539,1,85.6,0,0,0,000,流失客户
254,1,147.78,0,0,0,000,流失客户
129,1,46.22,1,0,0,100,重要客户预警流失客户
394,1,77.04,0,0,0,000,流失客户
200,1,74.17,1,0,0,100,重要客户预警流失客户
181,1,186.27,1,0,0,100,重要客户预警流失客户
85,1,51.76,1,0,0,100,重要客户预警流失客户
288,1,69.24,0,0,0,000,流失客户
527,1,247.31,0,0,1,001,新客户
541,2,228.36,0,1,1,011,消费潜力客户
190,1,39.0,1,0,0,100,重要客户预警流失客户
296,1,215.47,0,0,1,001,新客户
219,1,315.75,0,0,1,001,新客户
316,1,228.67,0,0,1,001,新客户
268,1,511.37,0,0,1,001,新客户
300,2,355.16,0,1,1,011,消费潜力客户
130,2,644.12,1,1,1,111,重要价值客户
355,1,58.62,0,0,0,000,流失客户
313,1,74.07,0,0,0,000,流失客户
247,1,56.59,0,0,0,000,流失客户
103,2,86.36,1,1,0,110,高消费唤醒客户
84,1,207.33,1,0,1,101,频次深耕客户
155,1,54.39,1,0,0,100,重要客户预警流失客户
361,1,608.87,0,0,1,001,新客户
14,1,1326.85,1,0,1,101,频次深耕客户
284,4,3001.96,0,1,1,011,消费潜力客户
168,1,66.71,1,0,0,100,重要客户预警流失客户
26,1,35.36,1,0,0,100,重要客户预警流失客户
147,1,52.29,1,0,0,100,重要客户预警流失客户
359,1,49.59,0,0,0,000,流失客户
268,1,368.82,0,0,1,001,新客户
452,1,178.99,0,0,0,000,流失客户
220,1,188.34,0,0,0,000,流失客户
269,3,2292.21,0,1,1,011,消费潜力客户
26,1,53.43,1,0,0,100,重要客户预警流失客户
436,1,112.53,0,0,0,000,流失客户
269,1,216.64,0,0,1,001,新客户
246,1,377.99,0,0,1,001,新客户
134,2,201.63,1,1,0,110,高消费唤醒客户
373,1,90.88,0,0,0,000,流失客户
170,1,83.32,1,0,0,100,重要客户预警流失客户
357,1,106.16,0,0,0,000,流失客户
209,1,59.25,1,0,0,100,重要客户预警流失客户
281,1,218.35,0,0,1,001,新客户
89,1,123.6,1,0,0,100,重要客户预警流失客户
236,1,54.47,0,0,0,000,流失客户
149,1,37.82,1,0,0,100,重要客户预警流失客户
37,1,79.7,1,0,0,100,重要客户预警流失客户
126,1,2060.51,1,0,1,101,频次深耕客户
153,1,375.43,1,0,1,101,频次深耕客户
29,1,38.56,1,0,0,100,重要客户预警流失客户
25,1,83.79,1,0,0,100,重要客户预警流失客户
225,4,256.94,0,1,1,011,消费潜力客户
189,1,100.04,1,0,0,100,重要客户预警流失客户
370,1,35.13,0,0,0,000,流失客户
105,1,179.19,1,0,0,100,重要客户预警流失客户
30,1,188.41,1,0,0,100,重要客户预警流失客户
210,1,117.85,1,0,0,100,重要客户预警流失客户
470,1,29.33,0,0,0,000,流失客户
212,2,152.04,1,1,0,110,高消费唤醒客户
107,4,252.92000000000002,1,1,1,111,重要价值客户
59,1,51.44,1,0,0,100,重要客户预警流失客户
154,1,87.35,1,0,0,100,重要客户预警流失客户
285,2,743.8199999999999,0,1,1,011,消费潜力客户
180,1,101.41,1,0,0,100,重要客户预警流失客户
84,1,167.86,1,0,0,100,重要客户预警流失客户
29,1,58.41,1,0,0,100,重要客户预警流失客户
348,1,130.26,0,0,0,000,流失客户
284,1,178.52,0,0,0,000,流失客户
416,1,64.6,0,0,0,000,流失客户
226,1,70.03,0,0,0,000,流失客户
158,1,89.96,1,0,0,100,重要客户预警流失客户
120,1,152.4,1,0,0,100,重要客户预警流失客户
229,1,110.63,0,0,0,000,流失客户
537,1,41.42,0,0,0,000,流失客户
329,2,116.4,0,1,0,010,一般客户
299,1,106.99,0,0,0,000,流失客户
540,1,156.08,0,0,0,000,流失客户
588,1,485.38,0,0,1,001,新客户
205,1,354.98,1,0,1,101,频次深耕客户
525,1,38.51,0,0,0,000,流失客户
253,1,42.77,0,0,0,000,流失客户
137,1,146.95,1,0,0,100,重要客户预警流失客户
272,1,27.75,0,0,0,000,流失客户
63,1,103.97,1,0,0,100,重要客户预警流失客户
464,1,69.99,0,0,0,000,流失客户
214,1,82.83,1,0,0,100,重要客户预警流失客户
229,1,361.17,0,0,1,001,新客户
167,1,45.73,1,0,0,100,重要客户预警流失客户
111,1,231.79,1,0,1,101,频次深耕客户
119,4,862.4,1,1,1,111,重要价值客户
27,3,703.71,1,1,1,111,重要价值客户
69,1,112.96,1,0,0,100,重要客户预警流失客户
161,1,52.38,1,0,0,100,重要客户预警流失客户
137,1,222.9,1,0,1,101,频次深耕客户
89,1,157.72,1,0,0,100,重要客户预警流失客户
351,1,83.11,0,0,0,000,流失客户
217,1,21.77,1,0,0,100,重要客户预警流失客户
381,1,218.96,0,0,1,001,新客户
40,1,32.7,1,0,0,100,重要客户预警流失客户
301,1,63.09,0,0,0,000,流失客户
323,1,41.09,0,0,0,000,流失客户
544,1,54.52,0,0,0,000,流失客户
299,1,164.7,0,0,0,000,流失客户
302,3,695.4000000000001,0,1,1,011,消费潜力客户
270,1,74.97,0,0,0,000,流失客户
275,1,135.08,0,0,0,000,流失客户
593,1,21.45,0,0,0,000,流失客户
125,1,93.82,1,0,0,100,重要客户预警流失客户
141,1,111.53,1,0,0,100,重要客户预警流失客户
457,2,229.32,0,1,1,011,消费潜力客户
440,1,55.01,0,0,0,000,流失客户
149,1,137.04,1,0,0,100,重要客户预警流失客户
180,1,368.6,1,0,1,101,频次深耕客户
226,1,85.21,0,0,0,000,流失客户
31,1,180.32,1,0,0,100,重要客户预警流失客户
41,2,81.25999999999999,1,1,0,110,高消费唤醒客户
217,1,65.0,1,0,0,100,重要客户预警流失客户
272,1,34.05,0,0,0,000,流失客户
12,1,314.3,1,0,1,101,频次深耕客户
143,1,86.76,1,0,0,100,重要客户预警流失客户
141,3,391.14,1,1,1,111,重要价值客户
303,1,55.83,0,0,0,000,流失客户
105,1,28.29,1,0,0,100,重要客户预警流失客户
533,1,63.52,0,0,0,000,流失客户
534,1,62.65,0,0,0,000,流失客户
183,1,79.8,1,0,0,100,重要客户预警流失客户
136,1,28.13,1,0,0,100,重要客户预警流失客户
40,1,93.63,1,0,0,100,重要客户预警流失客户
194,4,1673.44,1,1,1,111,重要价值客户
22,2,207.72,1,1,1,111,重要价值客户
8,1,61.94,1,0,0,100,重要客户预警流失客户
206,1,236.55,1,0,1,101,频次深耕客户
153,2,317.29999999999995,1,1,1,111,重要价值客户
149,1,148.5,1,0,0,100,重要客户预警流失客户
66,1,117.36,1,0,0,100,重要客户预警流失客户
6,1,88.49,1,0,0,100,重要客户预警流失客户
348,2,104.37,0,1,0,010,一般客户
105,1,84.57,1,0,0,100,重要客户预警流失客户
24,1,363.46,1,0,1,101,频次深耕客户
250,1,163.79,0,0,0,000,流失客户
194,1,36.0,1,0,0,100,重要客户预警流失客户
259,1,137.89,0,0,0,000,流失客户
22,1,43.98,1,0,0,100,重要客户预警流失客户
285,1,25.5,0,0,0,000,流失客户
130,2,832.88,1,1,1,111,重要价值客户
41,1,186.77,1,0,0,100,重要客户预警流失客户
279,1,125.41,0,0,0,000,流失客户
278,1,218.35,0,0,1,001,新客户
109,1,222.95,1,0,1,101,频次深耕客户
118,1,408.49,1,0,1,101,频次深耕客户
256,1,274.12,0,0,1,001,新客户
14,1,74.47,1,0,0,100,重要客户预警流失客户
692,1,119.79,0,0,0,000,流失客户
358,1,192.66,0,0,0,000,流失客户
92,2,442.32,1,1,1,111,重要价值客户
301,1,186.43,0,0,0,000,流失客户
213,1,73.16,1,0,0,100,重要客户预警流失客户
98,1,274.29,1,0,1,101,频次深耕客户
217,1,125.33,1,0,0,100,重要客户预警流失客户
225,1,166.29,0,0,0,000,流失客户
196,2,87.8,1,1,0,110,高消费唤醒客户
75,1,340.72,1,0,1,101,频次深耕客户
379,1,105.78,0,0,0,000,流失客户
107,2,585.72,1,1,1,111,重要价值客户
188,3,1179.72,1,1,1,111,重要价值客户
389,1,34.09,0,0,0,000,流失客户
217,1,359.19,1,0,1,101,频次深耕客户
124,1,113.35,1,0,0,100,重要客户预警流失客户
540,1,42.46,0,0,0,000,流失客户
387,1,60.07,0,0,0,000,流失客户
519,1,256.37,0,0,1,001,新客户
268,1,1078.43,0,0,1,001,新客户
126,1,395.46,1,0,1,101,频次深耕客户
15,1,138.5,1,0,0,100,重要客户预警流失客户
65,1,318.69,1,0,1,101,频次深耕客户
283,2,29.49,0,1,0,010,一般客户
376,1,86.64,0,0,0,000,流失客户
509,1,153.13,0,0,0,000,流失客户
534,1,44.65,0,0,0,000,流失客户
92,1,44.77,1,0,0,100,重要客户预警流失客户
402,2,52.0,0,1,0,010,一般客户
242,1,116.94,0,0,0,000,流失客户
320,1,423.63,0,0,1,001,新客户
182,1,66.78,1,0,0,100,重要客户预警流失客户
248,1,134.38,0,0,0,000,流失客户
222,1,137.28,0,0,0,000,流失客户
177,1,238.38,1,0,1,101,频次深耕客户
277,1,40.19,0,0,0,000,流失客户
155,1,87.1,1,0,0,100,重要客户预警流失客户
58,1,354.45,1,0,1,101,频次深耕客户
180,1,40.09,1,0,0,100,重要客户预警流失客户
204,1,97.0,1,0,0,100,重要客户预警流失客户
176,1,95.97,1,0,0,100,重要客户预警流失客户
157,2,31.59,1,1,0,110,高消费唤醒客户
295,1,86.24,0,0,0,000,流失客户
124,1,146.04,1,0,0,100,重要客户预警流失客户
259,1,381.88,0,0,1,001,新客户
468,1,102.03,0,0,0,000,流失客户
329,1,65.79,0,0,0,000,流失客户
30,1,77.7,1,0,0,100,重要客户预警流失客户
194,1,184.06,1,0,0,100,重要客户预警流失客户
109,1,57.03,1,0,0,100,重要客户预警流失客户
90,1,58.78,1,0,0,100,重要客户预警流失客户
64,1,149.76,1,0,0,100,重要客户预警流失客户
140,3,530.91,1,1,1,111,重要价值客户
65,1,198.2,1,0,0,100,重要客户预警流失客户
307,2,170.76,0,1,0,010,一般客户
129,1,56.96,1,0,0,100,重要客户预警流失客户
329,1,131.73,0,0,0,000,流失客户
461,1,54.84,0,0,0,000,流失客户
143,1,65.13,1,0,0,100,重要客户预警流失客户
226,1,79.65,0,0,0,000,流失客户
76,1,530.9,1,0,1,101,频次深耕客户
277,1,77.82,0,0,0,000,流失客户
272,1,104.21,0,0,0,000,流失客户
399,1,41.71,0,0,0,000,流失客户
121,1,47.23,1,0,0,100,重要客户预警流失客户
13,1,123.4,1,0,0,100,重要客户预警流失客户
355,1,136.43,0,0,0,000,流失客户
473,1,22.7,0,0,0,000,流失客户
79,1,37.79,1,0,0,100,重要客户预警流失客户
0,1,111.62,1,0,0,100,重要客户预警流失客户
129,1,49.34,1,0,0,100,重要客户预警流失客户
37,1,206.43,1,0,1,101,频次深耕客户
283,1,95.67,0,0,0,000,流失客户
259,1,72.14,0,0,0,000,流失客户
324,1,144.99,0,0,0,000,流失客户
312,1,264.92,0,0,1,001,新客户
231,1,86.02,0,0,0,000,流失客户
52,1,54.27,1,0,0,100,重要客户预警流失客户
1,1,160.12,1,0,0,100,重要客户预警流失客户
457,1,102.03,0,0,0,000,流失客户
273,1,97.79,0,0,0,000,流失客户
80,1,190.6,1,0,0,100,重要客户预警流失客户
85,2,175.12,1,1,0,110,高消费唤醒客户
188,1,117.04,1,0,0,100,重要客户预警流失客户
162,1,269.12,1,0,1,101,频次深耕客户
60,1,89.67,1,0,0,100,重要客户预警流失客户
297,8,16313.6,0,1,1,011,消费潜力客户
124,1,106.69,1,0,0,100,重要客户预警流失客户
299,1,215.31,0,0,1,001,新客户
379,1,45.53,0,0,0,000,流失客户
523,3,5431.5,0,1,1,011,消费潜力客户
399,8,1672.94,0,1,1,011,消费潜力客户
4,1,69.07,1,0,0,100,重要客户预警流失客户
149,1,168.83,1,0,0,100,重要客户预警流失客户
252,2,306.56,0,1,1,011,消费潜力客户
305,2,28.41,0,1,0,010,一般客户
394,1,44.0,0,0,0,000,流失客户
473,1,131.73,0,0,0,000,流失客户
430,1,102.12,0,0,0,000,流失客户
358,12,882.1,0,1,1,011,消费潜力客户
15,1,82.55,1,0,0,100,重要客户预警流失客户
267,1,72.15,0,0,0,000,流失客户
78,1,70.89,1,0,0,100,重要客户预警流失客户
333,1,42.38,0,0,0,000,流失客户
129,1,44.42,1,0,0,100,重要客户预警流失客户
548,1,34.42,0,0,0,000,流失客户
471,1,77.89,0,0,0,000,流失客户
39,1,223.93,1,0,1,101,频次深耕客户
280,2,252.4,0,1,1,011,消费潜力客户
483,1,45.96,0,0,0,000,流失客户
259,1,88.39,0,0,0,000,流失客户
182,1,47.68,1,0,0,100,重要客户预警流失客户
171,1,139.72,1,0,0,100,重要客户预警流失客户
267,1,90.6,0,0,0,000,流失客户
464,1,165.42,0,0,0,000,流失客户
36,1,175.28,1,0,0,100,重要客户预警流失客户
23,1,179.12,1,0,0,100,重要客户预警流失客户
393,1,89.17,0,0,0,000,流失客户
148,1,80.56,1,0,0,100,重要客户预警流失客户
162,1,103.19,1,0,0,100,重要客户预警流失客户
137,1,25.46,1,0,0,100,重要客户预警流失客户
6,1,258.7,1,0,1,101,频次深耕客户
135,1,133.75,1,0,0,100,重要客户预警流失客户
274,2,290.2,0,1,1,011,消费潜力客户
144,2,180.12,1,1,0,110,高消费唤醒客户
264,1,98.62,0,0,0,000,流失客户
381,1,139.62,0,0,0,000,流失客户
145,2,710.12,1,1,1,111,重要价值客户
424,1,102.03,0,0,0,000,流失客户
170,1,228.28,1,0,1,101,频次深耕客户
334,2,554.16,0,1,1,011,消费潜力客户
292,1,151.99,0,0,0,000,流失客户
64,1,44.87,1,0,0,100,重要客户预警流失客户
203,1,145.14,1,0,0,100,重要客户预警流失客户
10,1,183.82,1,0,0,100,重要客户预警流失客户
116,2,278.5,1,1,1,111,重要价值客户
468,1,46.84,0,0,0,000,流失客户
19,1,18.23,1,0,0,100,重要客户预警流失客户
499,1,61.74,0,0,0,000,流失客户
277,1,125.01,0,0,0,000,流失客户
271,2,156.73000000000002,0,1,0,010,一般客户
217,1,59.79,1,0,0,100,重要客户预警流失客户
143,2,253.16,1,1,1,111,重要价值客户
331,1,35.04,0,0,0,000,流失客户
42,1,173.82,1,0,0,100,重要客户预警流失客户
224,1,138.6,0,0,0,000,流失客户
161,1,218.27,1,0,1,101,频次深耕客户
170,1,80.67,1,0,0,100,重要客户预警流失客户
316,1,86.24,0,0,0,000,流失客户
9,1,158.74,1,0,0,100,重要客户预警流失客户
397,1,40.68,0,0,0,000,流失客户
16,1,177.6,1,0,0,100,重要客户预警流失客户
229,1,314.71,0,0,1,001,新客户
290,2,134.57999999999998,0,1,0,010,一般客户
311,1,195.0,0,0,0,000,流失客户
392,1,212.8,0,0,1,001,新客户
114,1,36.95,1,0,0,100,重要客户预警流失客户
407,1,306.78,0,0,1,001,新客户
26,2,224.28,1,1,1,111,重要价值客户
394,1,61.75,0,0,0,000,流失客户
286,1,32.38,0,0,0,000,流失客户
265,1,147.15,0,0,0,000,流失客户
139,1,67.36,1,0,0,100,重要客户预警流失客户
86,1,1528.03,1,0,1,101,频次深耕客户
23,2,700.52,1,1,1,111,重要价值客户
225,2,204.92,0,1,1,011,消费潜力客户
553,1,35.86,0,0,0,000,流失客户
344,1,75.07,0,0,0,000,流失客户
451,1,77.72,0,0,0,000,流失客户
221,1,44.75,0,0,0,000,流失客户
37,1,85.49,1,0,0,100,重要客户预警流失客户
469,1,29.08,0,0,0,000,流失客户
547,1,80.77,0,0,0,000,流失客户
259,1,90.88,0,0,0,000,流失客户
414,2,139.0,0,1,0,010,一般客户
408,1,28.69,0,0,0,000,流失客户
407,1,226.68,0,0,1,001,新客户
457,1,113.82,0,0,0,000,流失客户
469,1,86.24,0,0,0,000,流失客户
147,1,93.49,1,0,0,100,重要客户预警流失客户
328,1,93.57,0,0,0,000,流失客户
231,1,153.9,0,0,0,000,流失客户
531,1,59.74,0,0,0,000,流失客户
26,1,52.85,1,0,0,100,重要客户预警流失客户
29,1,29.01,1,0,0,100,重要客户预警流失客户
137,1,32.38,1,0,0,100,重要客户预警流失客户
530,1,257.1,0,0,1,001,新客户
237,1,87.64,0,0,0,000,流失客户
377,1,142.57,0,0,0,000,流失客户
228,1,47.43,0,0,0,000,流失客户
169,2,177.68,1,1,0,110,高消费唤醒客户
41,1,318.93,1,0,1,101,频次深耕客户
195,1,174.88,1,0,0,100,重要客户预警流失客户
57,1,85.58,1,0,0,100,重要客户预警流失客户
115,1,115.59,1,0,0,100,重要客户预警流失客户
61,1,60.81,1,0,0,100,重要客户预警流失客户
160,3,451.62,1,1,1,111,重要价值客户
548,1,36.95,0,0,0,000,流失客户
40,1,1520.71,1,0,1,101,频次深耕客户
181,1,139.8,1,0,0,100,重要客户预警流失客户
209,1,50.74,1,0,0,100,重要客户预警流失客户
493,3,114.77000000000001,0,1,0,010,一般客户
190,2,129.44,1,1,0,110,高消费唤醒客户
212,1,108.91,1,0,0,100,重要客户预警流失客户
147,1,369.22,1,0,1,101,频次深耕客户
566,1,123.25,0,0,0,000,流失客户
40,1,58.03,1,0,0,100,重要客户预警流失客户
161,1,1645.82,1,0,1,101,频次深耕客户
139,1,37.37,1,0,0,100,重要客户预警流失客户
350,1,253.9,0,0,1,001,新客户
39,1,43.98,1,0,0,100,重要客户预警流失客户
49,1,21.79,1,0,0,100,重要客户预警流失客户
412,1,94.1,0,0,0,000,流失客户
61,1,42.47,1,0,0,100,重要客户预警流失客户
236,1,34.0,0,0,0,000,流失客户
374,1,56.89,0,0,0,000,流失客户
185,1,43.0,1,0,0,100,重要客户预警流失客户
571,1,88.83,0,0,0,000,流失客户
399,2,58.2,0,1,0,010,一般客户
461,1,53.1,0,0,0,000,流失客户
114,1,542.66,1,0,1,101,频次深耕客户
293,2,450.14,0,1,1,011,消费潜力客户
578,2,453.96,0,1,1,011,消费潜力客户
166,1,113.14,1,0,0,100,重要客户预警流失客户
457,2,134.7,0,1,0,010,一般客户
262,1,64.0,0,0,0,000,流失客户
284,3,566.06,0,1,1,011,消费潜力客户
268,1,212.8,0,0,1,001,新客户
86,1,20.13,1,0,0,100,重要客户预警流失客户
231,2,491.98,0,1,1,011,消费潜力客户
460,1,92.19,0,0,0,000,流失客户
322,1,116.36,0,0,0,000,流失客户
597,1,141.37,0,0,0,000,流失客户
393,1,34.09,0,0,0,000,流失客户
148,1,67.29,1,0,0,100,重要客户预警流失客户
62,1,102.49,1,0,0,100,重要客户预警流失客户
475,1,27.6,0,0,0,000,流失客户
277,1,151.13,0,0,0,000,流失客户
193,1,37.8,1,0,0,100,重要客户预警流失客户
527,1,336.31,0,0,1,001,新客户
445,1,165.38,0,0,0,000,流失客户
343,1,101.75,0,0,0,000,流失客户
387,1,36.78,0,0,0,000,流失客户
188,1,84.13,1,0,0,100,重要客户预警流失客户
176,1,165.04,1,0,0,100,重要客户预警流失客户
271,1,91.66,0,0,0,000,流失客户
29,1,44.31,1,0,0,100,重要客户预警流失客户
238,1,171.48,0,0,0,000,流失客户
142,1,201.18,1,0,0,100,重要客户预警流失客户
126,1,168.33,1,0,0,100,重要客户预警流失客户
406,1,28.07,0,0,0,000,流失客户
51,1,126.21,1,0,0,100,重要客户预警流失客户
478,1,367.2,0,0,1,001,新客户
128,1,28.2,1,0,0,100,重要客户预警流失客户
